(0, {'lat': 14.576605856079937, 'lon': 120.95449447631837})
(17, 141, {u'route_id': 8, u'road_path': [136895888, 32547384, 1669669752, 32547386, 32547387, 2892638411, 303691729, 158223562, 158223660, 158223099, 158223134, 158223175, 303691375, 79647313, 79647314, 252166919, 252166916, 79651690, 79652206, 79651432, 79651429, 191593252, 1599544700, 151611250, 243431544, 610445422, 610445367], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(17, 123, {u'route_id': 3, u'road_path': [136895888, 32547384, 1669669752, 32547386, 32547387, 2892638411, 303691729, 158223562, 158223660, 158223099, 158223134, 158223175, 303691375, 79647313, 79647314, 252166919, 252166916, 79651690, 79652206, 79651432, 79651429, 191593252, 1599544700, 1599544718, 1599544755], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(18, 36, {u'route_id': 5, u'road_path': [3394895539], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(19, 37, {u'route_id': 9, u'road_path': [3394895539], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(20, 38, {u'route_id': 9, u'road_path': [1132151272], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(21, 39, {u'route_id': 8, u'road_path': [3201009285, 193586422, 163749365, 193586498, 163748845, 26030597, 55561657, 616061273, 3199908408, 243973614, 243973615, 243973616, 3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(22, 40, {u'route_id': 9, u'road_path': [3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(23, 41, {u'route_id': 9, u'road_path': [3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(23, 26, {u'route_id': 6, u'road_path': [1020321716, 21721229, 26498410, 804812206, 804812209, 3202651584, 3202651574, 12067342, 3403138097, 3403138105, 243973614, 243973615, 243973616, 3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(24, 42, {u'route_id': 5, u'road_path': [163749366, 163748985, 21590491, 21590497, 3199833842, 2950134809], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(25, 43, {u'route_id': 9, u'road_path': [3202651574, 12067342, 21590497, 243973244, 3199833787, 4393408027], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(26, 28, {u'route_id': 0, u'road_path': [34012968, 170828239, 117101787, 1020322546, 170828288, 1020322643, 21721229, 1020321716], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(26, 44, {u'route_id': 9, u'road_path': [1020321716, 21721229, 26498410, 1020322683, 866760869, 804812210], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(27, 45, {u'route_id': 7, u'road_path': [3202838536, 191593025, 1380268674, 117101787, 1020322546, 170828288, 279672295, 117110461], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(28, 46, {u'route_id': 9, u'road_path': [1058992856, 33957027, 33956682, 33956676, 33957058, 34012968], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(29, 47, {u'route_id': 9, u'road_path': [33957034, 33957035, 33957036, 33957088, 33957090], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(31, 49, {u'route_id': 9, u'road_path': [1673074299, 34010135, 34010249, 34010136, 34010271, 400706109], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(32, 50, {u'route_id': 9, u'road_path': [34010342, 2266208800, 2191971322, 1437699061, 313857052, 313856942, 34010445, 34010461, 34010589], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(33, 51, {u'route_id': 7, u'road_path': [313856771, 3826934700, 21322190, 1400765434, 358849772, 79653934, 25629678, 313856942, 313856943, 34010342, 2266208800, 2191971322, 1437699083, 158221185, 311889009, 311889014, 2817896807], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(34, 52, {u'route_id': 9, u'road_path': [1671448222, 303691378, 158222538, 158222779, 158223134, 158223099, 158223660, 158223562, 303691729], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(35, 53, {u'route_id': 9, u'road_path': [156723646, 79659650, 158223241, 158223316, 158223417, 158223494, 158223175], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(36, 54, {u'route_id': 5, u'road_path': [637447042, 1132151408, 637447109, 1132151630, 637447350, 1132146865, 3394895537, 3394895538, 1132147242, 637447005, 3394895536, 1132151193, 3394895539], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(37, 55, {u'route_id': 9, u'road_path': [3394895539], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(38, 56, {u'route_id': 9, u'road_path': [1132151272], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(39, 57, {u'route_id': 8, u'road_path': [3201009285], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(40, 58, {u'route_id': 9, u'road_path': [3201009285, 193586422, 163749365, 193586498, 163748845, 26030597, 55561657, 616061273, 3199908408, 243973614, 243973615, 243973616, 3199907706], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(41, 59, {u'route_id': 9, u'road_path': [3199907706, 3199907687, 163749366, 243973616, 1326075197, 1326075198, 3201009069, 412345799, 3201009260, 1326072344, 1326072342, 163748224], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(42, 60, {u'route_id': 5, u'road_path': [1326075199, 1326075201, 1326075196, 1326075197, 243973616, 163749366], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(43, 61, {u'route_id': 9, u'road_path': [291714424, 291714725, 4698367831, 4231136299, 3204305540, 506071210, 1038058866, 12067342, 21590497, 243973244, 3202651574], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(44, 62, {u'route_id': 9, u'road_path': [804812210, 866760869, 1020322413, 26498411, 27499437, 3204305539, 997428059, 33444792, 26032758], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(44, 47, {u'route_id': 6, u'road_path': [33957090, 33957092, 33957110, 26082631, 117101805, 1380268674, 117101787, 26498411, 27499437, 27499436, 804812210], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(45, 63, {u'route_id': 7, u'road_path': [21717828, 997432413, 26498322, 26498406, 191593025, 3202838536], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(46, 64, {u'route_id': 9, u'road_path': [358866683, 1059036065, 358866684, 312702724, 159468974, 163760331, 33957110, 1058992845, 1058992856], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(47, 65, {u'route_id': 9, u'road_path': [33957090, 33957092, 33957128, 159443308, 159446054], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(49, 67, {u'route_id': 9, u'road_path': [4068442627, 4068442600, 4068436385, 4068442598, 34010462, 4068442608, 4068442606, 34010428, 159441268, 1673074320, 1673074299], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(50, 68, {u'route_id': 9, u'road_path': [34010589, 244092756, 34010590, 244092750], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(51, 69, {u'route_id': 7, u'road_path': [1437652971, 25629678, 313856942, 313856943, 34010342, 2266208800, 2191971322, 1437699061, 313857052, 313856771], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(52, 70, {u'route_id': 9, u'road_path': [252167059, 252167071, 79647313, 79647314, 303691470, 158222354, 1671448228, 1671448222], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(53, 71, {u'route_id': 9, u'road_path': [158223175, 158223494, 158223417, 158223316, 158223241, 1671448113, 156699984, 156699909, 79655653, 79656028, 96442150, 158296798, 2320358827, 158296254, 3077651950, 304907366, 96442153, 3077651962, 158295755, 158294226, 158295530, 3077683820, 3077683817, 3077683811, 158294120, 158294707, 158294799, 158294077, 158294866, 158295993, 158296033], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(54, 72, {u'route_id': 5, u'road_path': [637447042], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(55, 73, {u'route_id': 9, u'road_path': [1132151408, 637447109, 1132151630, 637447350, 1132146865, 3394895537, 3394895538, 1132147242, 637447005, 3394895536, 1132151193, 3394895539], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(56, 74, {u'route_id': 9, u'road_path': [1132151272, 1132147226, 3224793721], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(57, 75, {u'route_id': 8, u'road_path': [1732971721, 634202272, 335620125, 1326177741, 163748120, 163748073, 163748074, 335620079, 26032689, 26032680, 163750296, 163749772, 163750232, 163749365, 193586422, 3201009285], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(58, 76, {u'route_id': 9, u'road_path': [163750232, 163749365, 193586422, 3201009285], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(59, 77, {u'route_id': 9, u'road_path': [163748224, 3201009286, 163749626, 163749521, 163749769], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(60, 78, {u'route_id': 5, u'road_path': [301287773, 163735854, 307345397, 34013013, 2018584651, 26030584, 26030601, 26030597, 55561657, 616061273, 3199908408, 3201008959, 3201009147, 1326075199], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(61, 79, {u'route_id': 9, u'road_path': [163724861, 163724862, 4211986449, 163724864, 163725138, 291714424], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(62, 80, {u'route_id': 9, u'road_path': [26032758, 26032756, 4231136295, 4698367831, 291714725, 291715401, 163725623, 291715455], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(63, 81, {u'route_id': 7, u'road_path': [117120488, 117120710, 33957111, 21717828], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(64, 82, {u'route_id': 9, u'road_path': [358866364, 312702753, 312702724, 159468974, 163760331, 33957110, 33957092, 1059036057, 1059036065, 358866683], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(65, 83, {u'route_id': 9, u'road_path': [159446054, 159443308, 33957128, 33957092, 1059036057, 33957093, 358866364, 33957094, 33957096, 311882847, 1892060110, 1892060139, 1863859409, 168197987, 168197985], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(65, 68, {u'route_id': 6, u'road_path': [244092750, 34010590, 244092756, 34010589, 34010461, 159448989, 4068436385, 4068442598, 34010462, 4068442608, 4068442606, 4068442595, 356143669, 159446084, 159443308, 159446054], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(67, 85, {u'route_id': 9, u'road_path': [4068442829, 4068442728, 4068442704, 4068442614, 4068442608, 4068442606, 34010428, 159441268, 1673074320, 34010166, 34010461, 159448989, 4068442616, 4068442600, 4068442627], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(68, 86, {u'route_id': 9, u'road_path': [244092750, 34010590, 1437652971, 25629678, 1437652974, 358850357, 79651429, 191593252, 26082709, 316161548, 26082595, 299921642], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(69, 87, {u'route_id': 7, u'road_path': [299921783, 467476360, 316161502, 316161501, 25629678, 1437652971], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(70, 88, {u'route_id': 9, u'road_path': [252167132, 252167078, 252167073, 252167056, 252167059], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(71, 89, {u'route_id': 9, u'road_path': [158296033, 158295993, 158294866, 158294077, 158294799, 158294707, 158294120, 3077683811, 3077683817, 3077683820, 158295530, 158294226, 158295755, 3077651962, 96442153, 304907366, 3077651950, 158296254, 2320358827, 158296798, 96442150, 79656028, 303692451, 303692435, 156699984, 1671448113, 158223241, 158223316, 158223417, 158223494, 158223175, 303691375, 79647313, 252167071, 252166929, 252167081], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(72, 90, {u'route_id': 5, u'road_path': [637447042], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(73, 91, {u'route_id': 9, u'road_path': [2267878001, 1132151408], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(74, 92, {u'route_id': 9, u'road_path': [3224793721, 637447017, 1132151231, 1132147295, 1132147209, 637447360, 637447364, 637447368, 3734191312, 2726697779, 2726697780, 1132151382, 2267878014, 2267878021], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(75, 93, {u'route_id': 8, u'road_path': [335620125, 634202272, 1732971721], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(76, 94, {u'route_id': 9, u'road_path': [800024001, 26032689, 26032680, 163750296, 163749772, 163750232], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(77, 95, {u'route_id': 9, u'road_path': [163749769, 163749770, 193586498, 163750236, 163750235, 163750296, 26032680], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(78, 96, {u'route_id': 5, u'road_path': [1037178822, 163723587, 997427763, 163735854, 301287773], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(79, 97, {u'route_id': 9, u'road_path': [163723134, 163715985, 163715983, 163715982, 163724859, 163724861], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(80, 98, {u'route_id': 9, u'road_path': [291715455, 299397149, 163756372, 299397228, 163723133, 736196147, 21638774], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(81, 99, {u'route_id': 7, u'road_path': [667623648, 117120488], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(82, 100, {u'route_id': 9, u'road_path': [1892060197, 1892060129, 33957096, 312702717, 358866449, 312702753, 358866364], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(83, 101, {u'route_id': 9, u'road_path': [168197985, 168197987], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(85, 103, {u'route_id': 9, u'road_path': [4068442851, 316161548, 4068442841, 4068442835, 316161517, 4068442728, 4068442829], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(86, 104, {u'route_id': 9, u'road_path': [299921642, 26082595, 316161548, 4068442841, 4068442850, 4068442862], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(86, 88, {u'route_id': 6, u'road_path': [252167132, 252167053, 252167079, 252167056, 252166919, 252166916, 79651690, 79652206, 79651432, 79651429, 191593252, 26082709, 316161548, 26082595, 299921642], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(87, 105, {u'route_id': 7, u'road_path': [191593252, 26082709, 299921647, 299921783], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(88, 106, {u'route_id': 9, u'road_path': [79651689, 252166913, 252167049, 252167257, 252167256, 252167074, 252167132], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(89, 107, {u'route_id': 9, u'road_path': [252167081, 252167080, 252166933, 252166923], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(90, 108, {u'route_id': 5, u'road_path': [800024692, 1272925883, 1202535940, 2953920227, 243975826, 26032634, 163748074, 163748073, 163748120, 1326177741, 335620125, 634202272, 637447544, 637447499, 2726697780, 1132151382, 1132147247, 2267878001, 1132151408, 637447042], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(91, 108, {u'route_id': 8, u'road_path': [2267878001, 1132147247, 1132151382, 2726697780, 637447499, 637447544, 634202272, 335620125, 3746154280, 1326177748, 163742592, 990064607, 163742591, 394290402, 26032627, 159490572, 1214437728, 134598611, 31460429, 134605700, 161609071, 31460561, 800024747, 800024691, 800024692], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(91, 109, {u'route_id': 9, u'road_path': [637447285, 637447216, 3394896411, 2267878018, 1132147247, 2267878001], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(92, 107, {u'route_id': 1, u'road_path': [2267878021, 2267878014, 1132151382, 2726697780, 637447499, 637447544, 634202272, 335620125, 1326177741, 163748120, 163748073, 163748074, 335620079, 26032689, 26032680, 26030601, 26030597, 55561657, 616061273, 3199908408, 243973614, 21590491, 21590497, 243973244, 3202651574, 1038058923, 33444788, 27499436, 26498411, 3202838536, 191593025, 117101805, 34012968, 311886578, 34011583, 21458468, 55554364, 33956685, 33956692, 33956701, 33956010, 33956002, 33956697, 4626968273, 4620935565, 25353413, 25353227, 729234290, 2191971322, 1437699061, 313857052, 313856771, 266610949, 3018195602, 252166923], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(92, 110, {u'route_id': 9, u'road_path': [2267878021, 2267878014, 637447389, 637447442, 335620043, 637447496, 335620041], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(93, 111, {u'route_id': 8, u'road_path': [4670523395, 1326177748, 3746154280, 335620125], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(94, 112, {u'route_id': 9, u'road_path': [163742592, 163748120, 163748073, 163748074, 335620079, 26032689, 800024001], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(94, 111, {u'route_id': 1, u'road_path': [800024001, 26032689, 26032680, 26030601, 26030597, 55561657, 26030603, 243974755, 2018584651, 26030584, 163741741, 163742591, 990064607, 163742592, 1326177748, 4670523395], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(95, 128, {u'route_id': 2, u'road_path': [800537969, 165756264, 800024704, 243975826, 26032634, 335620079, 26032689, 26032680], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(95, 113, {u'route_id': 9, u'road_path': [26032680, 26030601, 26030597, 55561657, 26030603, 243974755, 2018584651, 26030584, 163741741, 394290402, 26032627, 159490572, 244109118, 244109122, 244109121, 244109120, 159484099, 159484096, 159480002, 159478177], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(95, 114, {u'route_id': 1, u'road_path': [1400891970, 159482227, 1202535951, 159478177, 159480002, 159478850, 244109119, 165756266, 1732971762, 800024704, 243975826, 26032634, 335620079, 26032689, 26032680], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(95, 108, {u'route_id': 8, u'road_path': [800024692, 1272925883, 1202535940, 2953920227, 243975826, 26032634, 335620079, 26032689, 26032680], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(96, 114, {u'route_id': 5, u'road_path': [1400891970, 1732971726, 394352913, 159475735, 2872000945, 159473554, 1055798638, 1055798647, 21638769, 21638765, 703530319, 21638762, 3388766875, 1037178822], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(97, 114, {u'route_id': 2, u'road_path': [163723134, 163723133, 736196147, 21638774, 21638775, 33445683, 168153393, 617535909, 33445249, 159473554, 159473555, 4162696480, 159476291, 159475737, 1732971774, 159476296, 161607177, 1400891970], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(97, 115, {u'route_id': 9, u'road_path': [159475735, 2872000945, 159473554, 1055798638, 21638771, 1055798662, 736196147, 163723133, 163723134], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(97, 98, {u'route_id': 8, u'road_path': [163723134, 163723133, 736196147, 21638774], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(98, 116, {u'route_id': 9, u'road_path': [21638774, 21638775, 33445683, 168153393, 165758341, 648022790, 648022921, 33443923], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(98, 117, {u'route_id': 1, u'road_path': [2266256964, 2266256965, 1892060197, 1892060129, 33957096, 117120710, 117120488, 667623648, 168153393, 617535909, 33445321, 165758777, 21638774], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(98, 293, {u'route_id': 5, u'road_path': [134248590, 134248591, 1904024418, 1904024417, 134268581, 134266944, 31461470, 31461477, 1904012176, 165747886, 159499905, 1904024395, 159499902, 257533748, 25250048, 25250072, 25250117, 1630895488, 165752658, 165752321, 56116718, 56116717, 161611370, 2433697594, 223791125, 400755163, 161606749, 161606592, 67772941, 67772942, 161727485, 67772943, 161726204, 161606139, 161605689, 163754958, 25250076, 648022921, 33443923, 33445321, 165758777, 21638774], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(99, 117, {u'route_id': 7, u'road_path': [2266256964, 2266256965, 1892060197, 1892060129, 33957096, 117120710, 117120488, 667623648], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(100, 117, {u'route_id': 5, u'road_path': [1892060197, 2266256965, 2266256964], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(100, 118, {u'route_id': 9, u'road_path': [320819226, 320819246, 400699649, 400699640, 312702024, 2266256965, 1892060197], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(100, 101, {u'route_id': 3, u'road_path': [1892060197, 68081334, 26498316, 1892060139, 1863859409, 168197987], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(101, 120, {u'route_id': 5, u'road_path': [1037132139, 26498334, 68080224, 168197989, 168197987], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(101, 119, {u'route_id': 9, u'road_path': [168197987, 168197989, 1863859431, 163710750, 316548229], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(103, 120, {u'route_id': 5, u'road_path': [4068442851, 316161548, 26082709, 191593252, 1599544700, 151611250, 243431544, 244128176, 244128164, 243427187, 1335360167, 1341970558, 1944690550, 244128143, 29487759, 299403490, 2555014743, 1276954322, 1037130950, 1932334256, 168200003, 168199756, 68129169, 26498334, 1037132139], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(103, 121, {u'route_id': 9, u'road_path': [1932334255, 2776562869, 1932334256, 1037130950, 1276954322, 2555014743, 299403490, 29487759, 244128143, 1944690550, 1944690565, 1933348395, 1400765382, 243431551, 314146905, 26082709, 316161548, 4068442851], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(103, 104, {u'route_id': 3, u'road_path': [4068442851, 316161548, 4068442841, 4068442850, 4068442862], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(104, 122, {u'route_id': 9, u'road_path': [4068442862, 4068442850, 4068442841, 316161548, 26082709, 191593252, 1599544700, 151611250, 243431544, 244128176, 244128164, 243427187, 1335360167, 1341970558, 1944690550, 244128143, 29487759, 299403490, 2555014743, 1276954322, 1276954324], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(105, 123, {u'route_id': 7, u'road_path': [1599544755, 1599544718, 1599544700, 151611250, 243431544, 610445422, 1400765324, 1400765449, 1400765334, 1400765382, 243431551, 314146905, 26082709, 191593252], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(106, 107, {u'route_id': 3, u'road_path': [79651689, 252166913, 252166923], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(106, 124, {u'route_id': 9, u'road_path': [1869895576, 1869895570, 1869895566, 252167092, 79651435, 79652208, 79651689], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(107, 140, {u'route_id': 7, u'road_path': [244128135, 29487759, 244128143, 1944690550, 1944690565, 1933348395, 1400765382, 243431551, 314146905, 26082709, 191593252, 1599544690, 252167092, 79651435, 79652208, 79651689, 252166913, 252166923], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(107, 143, {u'route_id': 2, u'road_path': [1869895682, 1869895692, 1869895694, 312005241, 312004083, 617540710, 312004655, 248009708, 79647313, 79647314, 252166919, 252166916, 252166913, 252166923], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(107, 125, {u'route_id': 9, u'road_path': [252166923, 252166913, 79651689, 79652208, 79651435, 252167092, 1599544690, 191593252, 1599544700, 151611250, 243431544, 610445422, 1400765324, 610445368, 610445371, 610445372, 610445383, 312004081, 323066272], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(108, 127, {u'route_id': 5, u'road_path': [800537969, 165756264, 800024704, 1732971762, 244109121, 244109120, 1933309225, 244109123, 244109106, 244117868, 134598611, 31460429, 134605700, 161609071, 31460561, 800024747, 800024691, 800024692], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(109, 110, {u'route_id': 9, u'road_path': [335620041, 637447325, 637447310, 637447259, 637447216, 637447285], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(109, 126, {u'route_id': 7, u'road_path': [637447285, 637447216, 637447259, 637447310, 637447325, 335620041, 637447544, 634202272, 335620125, 3746154280, 1326177748, 163742592, 990064607, 163742591, 394290402, 26032627, 159490572, 1214437728, 134598611, 31460429, 134605700, 161609071, 31460561, 800024694], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(110, 129, {u'route_id': 4, u'road_path': [1272925883, 1202535940, 2953920227, 243975826, 26032634, 163748074, 163748073, 163748120, 1326177741, 335620125, 634202272, 637447544, 335620041], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(110, 131, {u'route_id': 5, u'road_path': [335620041, 637447544, 634202272, 335620125, 3746154280, 1326177748, 163742592, 990064607, 163742591, 394290402, 26032627, 159490572, 244109118, 244109122, 244109121, 244109120, 159484099, 159484096, 159484095, 168186399], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(111, 128, {u'route_id': 1, u'road_path': [4670523395, 1326177748, 163742592, 990064607, 163742591, 394290402, 26032627, 159490572, 244109118, 244109122, 244109121, 1732971762, 800024704, 165756264, 800537969], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(111, 130, {u'route_id': 7, u'road_path': [244109106, 244109118, 244109122, 244109121, 1732971762, 800024704, 243975826, 26032634, 163748074, 163748073, 163748120, 163742592, 1326177748, 4670523395], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(111, 200, {u'route_id': 8, u'road_path': [1732972495, 1732972494, 394323593, 1399440625, 243982228, 134583082, 243980378, 243980377, 26032715, 2953920227, 243975826, 26032634, 163748074, 163748073, 163748120, 163742592, 1326177748, 4670523395], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(111, 218, {u'route_id': 3, u'road_path': [1733946598, 1732972511, 394323593, 1399440625, 243982228, 134583082, 243980378, 243980377, 26032715, 2953920227, 243975826, 26032634, 163748074, 163748073, 163748120, 163742592, 1326177748, 4670523395], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(112, 129, {u'route_id': 5, u'road_path': [163742592, 990064607, 163742591, 394290402, 26032627, 159490572, 1214437728, 134598611, 31460429, 134605700, 161609071, 1272925883], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(112, 133, {u'route_id': 4, u'road_path': [163742592, 990064607, 163742591, 394290402, 26032627, 159490572, 244109118, 244109122, 244109121, 244109120, 159484099, 159484096, 159480002, 159478177, 1202535951, 159482227, 1400891970, 161607177, 159476296, 1732971774, 159475737, 163755340, 4162696475, 4162696480, 163755339, 159476289, 159474984], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(112, 113, {u'route_id': 9, u'road_path': [159478177, 159480002, 159478850, 244109119, 165756266, 1732971762, 800024704, 243975826, 26032634, 163748074, 163748073, 163748120, 163742592], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(113, 128, {u'route_id': 7, u'road_path': [800537969, 165756264, 800024704, 1732971762, 165756266, 244109119, 159478850, 159480002, 159478177], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(114, 131, {u'route_id': 4, u'road_path': [168186399, 225010110, 159482225, 1732971912, 161607289, 159482227, 1400891970], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(114, 133, {u'route_id': 5, u'road_path': [159474984, 1555053527, 1555053526, 1555053525, 1555053524, 1555023431, 159476289, 159476291, 159475737, 1732971774, 159476296, 161607177, 1400891970], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(114, 161, {u'route_id': 8, u'road_path': [1400891970, 1732971726, 394352913, 159475735, 2872000945, 159473554, 1055798638, 21638771, 1055798662, 736196147, 21638774, 21638775, 33445683, 117120488, 667623648, 1918134257, 26647647, 163700040, 400699533, 163700039, 223766777, 320819818, 163696786, 1869644918, 1869644923, 29487752, 68080230, 33453037, 111048435, 68083547, 1501140408, 68083549, 1901672055, 223618645, 1335374144, 3397733579, 244128182, 255996419, 244128185, 3736295052, 1737833874, 610445231], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(114, 117, {u'route_id': 3, u'road_path': [2266256964, 2266256965, 1892060197, 1892060129, 33957096, 117120710, 117120488, 667623648, 168153393, 617535909, 33445249, 159473554, 159473555, 4162696480, 159476291, 159475737, 1732971774, 159476296, 161607177, 1400891970], u'lat_long_road_path': [[14.5888203, 120.960145]]})
(114, 154, {u'route_id': 8, u'road_path': [1305392782, 163694856, 1901942753, 168181814, 223766777, 163700039, 163700607, 400699327, 312702024, 2266256965, 1892060197, 1892060129, 33957096, 117120710, 117120488, 667623648, 168153393, 617535909, 33445249, 159473554, 159473555, 4162696480, 159476291, 159475737, 1732971774, 159476296, 161607177, 1400891970], u'lat_long_road_path': [[14.5888203, 120.960145]]})
